"FALSE","obs","pred"
"528",1,0.879166666666667
"529",1,0.432822085889571
"530",1,0.964161849710983
"531",1,0.819082125603865
"532",1,0.91340782122905
"533",1,0.784550561797753
"534",1,0.89645390070922
"535",1,0.860083333333334
"536",1,0.921454880294659
"537",1,0.781581059390048
"538",1,0.912905982905983
"539",1,0.597619047619048
"540",1,0.900166666666667
"541",1,0.993004115226337
"542",1,0.487141687141687
"543",1,0.4256052141527
"544",1,0.428041074249605
"545",1,0.56531007751938
"546",1,0.533143939393939
"547",1,0.412932330827068
"548",1,0.707492492492492
"549",1,0.164060031595577
"550",1,0.719850187265918
"551",1,0.791804788213628
"552",1,0.454443558390927
"553",1,0.605033335648309
"554",1,0.714819976771196
"555",1,0.810922787193974
"556",1,0.932246376811594
"557",1,0.625517890772128
"558",1,0.590555029959003
"559",1,0.779176177880841
"560",1,0.786491538764266
"561",1,0.889846743295019
"562",1,0.891575091575092
"563",1,0.907304914429267
"564",1,0.872846441947566
"565",1,0.972666666666667
"566",1,0.964476568922993
"567",1,0.384142394822006
"568",1,0.423720397249809
"569",1,0.74006908462867
"570",1,0.208454642651534
"571",1,0.88921568627451
"572",1,0.780190476190476
"573",1,0.750925925925926
"574",1,0.912065972222222
"575",1,0.979059829059829
"576",1,0.982723384762257
"577",1,0.977567567567568
"578",1,0.834082397003745
"579",1,0.960428305400372
"580",1,0.879478114478114
"581",1,0.878316326530612
"582",1,0.626862745098039
"583",1,0.459150326797386
"584",1,0.977105263157895
"585",1,0.98374183006536
"586",1,0.813644688644688
"587",1,0.624234234234234
"588",1,0.479313232830821
"589",1,0.273433285736951
"590",1,0.662285087719298
"591",1,0.889723661485319
"592",1,0.904761904761905
"593",1,0.49990253411306
"594",1,0.968270944741533
"595",1,0.881222385861561
"596",1,0.543529411764706
"597",1,0.217578772802653
"598",1,0.978927203065134
"599",1,0.682269503546099
"600",1,0.595010700909577
"601",1,0.941207827260459
"602",1,0.942532733224223
"603",1,0.622693032015066
"604",1,0.863484087102178
"605",1,0.986487840116872
"606",1,0.984109730848861
"607",1,0.98086321435378
"608",1,0.988289225814293
"609",1,0.652917131178001
"610",1,0.725044091710758
"611",1,0.725360082304527
"612",1,0.952747252747253
"613",1,0.949679487179487
"614",1,0.741994382022472
"615",1,0.639213553103298
"616",1,0.41439842209073
"617",1,0.338147566718995
"618",1,0.959140935824252
"619",1,0.96304945054945
"620",1,0.894830659536542
"621",1,0.85039470333588
"622",1,0.863333333333333
"623",1,0.878819444444444
"624",1,0.965371329879102
"625",1,0.963075506445672
"626",1,0.736816878019323
"627",1,0.477298850574713
"628",1,0.960204190966004
"629",1,0.95486798679868
"630",1,0.831531531531532
"631",1,0.863487972508591
"632",1,0.775198412698413
"633",1,0.488208438504297
"634",1,0.781226053639847
"635",1,0.972527472527473
"636",1,0.562845849802372
"637",1,0.636143880274315
"638",1,0.615454545454545
"639",1,0.898998917748918
"640",1,0.622952380952381
"641",1,0.620666751549104
"642",1,0.866482531275431
"643",1,0.988541666666667
"644",1,0.674918300653595
"645",1,0.551261261261261
"646",1,0.956471631205674
"647",1,0.850455373406193
"648",1,0.857996146435453
"649",1,0.938285714285714
"650",1,0.734254143646409
"651",1,0.567018072289157
"652",1,0.498653198653199
"653",1,0.531162818662819
"654",1,0.679539088362618
"655",1,0.946347871781398
"656",1,0.801818181818182
"657",1,0.84685534591195
"658",1,0.69257399577167
"659",1,0.971787709497207
"660",1,0.701247771836007
"661",1,0.728645833333333
"662",1,0.792955326460481
"663",1,0.282013201320132
"664",1,0.872743055555556
"665",1,0.897837316405278
"666",1,0.511748633879781
"667",1,0.790719696969697
"668",1,0.792213760082265
"669",1,0.801267056530214
"670",1,0.845197740112994
"671",1,0.631450094161959
"672",1,0.744477317554241
"673",1,0.650343642611684
"674",1,0.196236559139785
"675",1,0.862734082397004
"676",1,0.551002921898444
"677",1,0.689318118755591
"678",1,0.836813186813187
"679",1,0.226744186046512
"680",1,0.73342151675485
"681",1,0.568317610062893
"682",1,0.485776614310646
"683",1,0.704069682330552
"684",1,0.698263038548753
"685",1,0.898194014447884
"686",1,0.882530072429943
"687",1,0.516149659863946
"688",1,0.951489757914339
"689",1,0.333249581239531
"690",1,0.88542599966816
"691",1,0.115608465608466
"692",1,0.293131868131868
"693",1,0.406716417910448
"694",1,0.465212391774892
"695",1,0.944035087719298
"696",1,0.947800338409476
"697",1,0.940322580645161
"698",1,0.960969387755102
"699",1,0.309804708400214
"700",1,0.812550200803213
